FWC CONSTANT T_ALERTE LIST;CONSTANT BLOCK: CST_ALERTE;DATE: 2020/12/02_11:35:15;VARIANTE: ;ISSUE: ;;;;;;;;;;;;;;;;;
NAME;IDALERTE;PRIORITY;TITLE;TYPE;SUBTYPE;Spare CLR;Spare RCL;C;EC;FLIGHTPHASE;TD;Sound;SynthVoice;Hybride;SystPage;ML;Msg Spare;Msg CMF Compute;Msg CMF Display;Msg Classe4;CL Phase
FWDA_29_33_150;2933H150;1446;HYD Y HYD SYS PANEL;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_421;3011H421;572;A-ICE - L WING VLV;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_422;3011H422;573;A-ICE - L WING VLV LEAKAGE;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_431;3011H431;574;A-ICE - R WING VLV;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_432;3011H432;575;A-ICE - R WING VLV LEAKAGE;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_501;3011H501;576;A-ICE - L WING VLV;DA_ITEM;NO_SUBTYPE;;;;;XXXXXXX8XXXXX;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_511;3011H511;577;A-ICE - R WING VLV;DA_ITEM;NO_SUBTYPE;;;;;XXXXXXX8XXXXX;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_601;3011H601;578;A-ICE - L WING VLV;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXXX;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_611;3011H611;579;A-ICE - R WING VLV;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXXX;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_801;3011H801;580;A-ICE - L WING VLV;DA_ITEM;NO_SUBTYPE;;;;;XXXXXXX8XXXXX;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_811;3011H811;581;A-ICE - R WING VLV;DA_ITEM;NO_SUBTYPE;;;;;XXXXXXX8XXXXX;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_901;3011H901;582;A-ICE - WING SYS;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_902;3011H902;44;IMA - MULTIPLE MODULES;DA_ITEM;DA_MULTI;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_903;3011H903;583;A-ICE L+R WINGS TEMP MONITORING;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_910;3011H910;1447;A-ICE L WING TEMP MONITORING;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_920;3011H920;1448;A-ICE R WING TEMP MONITORING;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_930;3011H930;1449;A-ICE L+R WINGS TEMP MONITORING;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_940;3011H940;1450;NAV ADR 1 TAT REJECTED BY WING A-ICE;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_950;3011H950;1451;NAV ADR 2 TAT REJECTED BY WING A-ICE;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_960;3011H960;1452;NAV ADR 3 TAT REJECTED BY WING A-ICE;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_11_970;3011H970;1453;A-ICE WING VLV REDUNDANCY;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_100;3021H100;1454;A-ICE ENG 1 NAI MON;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_110;3021H110;1455;A-ICE ENG 2 NAI MON;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_120;3021H120;1456;A-ICE ENG 1 NAI COMMAND;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_130;3021H130;1457;A-ICE ENG 2 NAI COMMAND;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_210;3021H210;1458;A-ICE ENG 1 SENSOR DISAGREE;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_220;3021H220;1459;A-ICE ENG 2 SENSOR DISAGREE;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_301;3021H301;584;A-ICE - ENG 1 VLV FAILED CLOSED;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_302;3021H302;585;A-ICE - ENG 1 PRSOV SECURED CLOSED;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_311;3021H311;586;A-ICE - ENG 2 VLV FAILED CLOSED;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_312;3021H312;587;A-ICE - ENG 2 PRSOV SECURED CLOSED;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_401;3021H401;588;A-ICE - ENG 1 PRSOV FAILED OPEN;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_402;3021H402;589;A-ICE - ENG 1 NAI SYS;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_405;3021H405;590;A-ICE - ENG 1 PRSOV SECURED OPEN;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_406;3021H406;591;A-ICE - ENG 1 NAI REGUL;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_411;3021H411;592;A-ICE - ENG 2 PRSOV FAILED OPEN;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_412;3021H412;593;A-ICE - ENG 2 NAI SYS;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_415;3021H415;594;A-ICE - ENG 2 PRSOV SECURED OPEN;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_416;3021H416;595;A-ICE - ENG 2 NAI REGUL;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_510;3021H510;1460;A-ICE ENG 1 PRSOV REGUL;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_520;3021H520;1461;A-ICE ENG 2 PRSOV REGUL;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_530;3021H530;1462;A-ICE ENG 1 PRV REGUL;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_540;3021H540;1463;A-ICE ENG 2 PRV REGUL;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_550;3021H550;1464;A-ICE ENG 1 PRSOV SECURED OPEN;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_560;3021H560;1465;A-ICE ENG 2 PRSOV SECURED OPEN;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_570;3021H570;1466;A-ICE ENG 1 PRSOV SECURED CLOSED;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_580;3021H580;1467;A-ICE ENG 2 PRSOV SECURED CLOSED;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_590;3021H590;1468;A-ICE ENG 1 PRV SECURED OPEN;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_600;3021H600;1469;A-ICE ENG 2 PRV SECURED OPEN;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_610;3021H610;1470;A-ICE ENG 1 NAI REGUL;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_21_620;3021H620;1471;A-ICE ENG 2 NAI REGUL;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_010;3031H010;1472;A-ICE PITOT TAT AOA PROBE 1 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_020;3031H020;1473;A-ICE PITOT TAT AOA PROBE 2 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_030;3031H030;1474;A-ICE PITOT TAT AOA PROBE 3 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_040;3031H040;1475;A-ICE SIDESLIP PROBE 1 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_050;3031H050;1476;A-ICE SIDESLIP PROBE 2 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_060;3031H060;1477;A-ICE SIDESLIP PROBE 3 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_070;3031H070;1478;A-ICE STATIC PROBE 1 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_080;3031H080;1479;A-ICE STATIC PROBE 2 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_090;3031H090;1480;A-ICE STATIC PROBE 3 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_100;3031H100;1481;A-ICE PITOT TAT AOA PROBE 1+2 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_110;3031H110;1482;A-ICE PITOT TAT AOA PROBE 1+3 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_120;3031H120;1483;A-ICE PITOT TAT AOA PROBE 2+3 HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_130;3031H130;1484;A-ICE STBY PITOT PROBE HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_140;3031H140;1485;A-ICE STBY STATIC PROBE HEATG;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_161;3031H161;596;A-ICE - ADR 1 PROBES AUTO HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXX78XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_162;3031H162;597;A-ICE - ADR 1 PROBES HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXX78XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_171;3031H171;598;A-ICE - ADR 2 PROBES AUTO HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXX78XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_172;3031H172;599;A-ICE - ADR 2 PROBES HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXX78XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_181;3031H181;600;A-ICE - ADR 3 PROBES AUTO HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXX78XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_31_182;3031H182;601;A-ICE - ADR 3 PROBES HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXX78XXXCD;0.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_201;3042H201;602;AICE - L WINDOWS HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_211;3042H211;603;AICE - R WINDOWS HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_221;3042H221;604;AICE - L+R WINDOWS HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_301;3042H301;605;AICE - L WINDSHIELD HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_302;3042H302;52;IMA - MULTIPLE MODULES;DA_ITEM;DA_MULTI;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_311;3042H311;606;AICE - R WINDSHIELD HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_321;3042H321;607;AICE - L+R WINDSHIELDS HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_331;3042H331;608;AICE - L AFT WINDOW HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXXD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_341;3042H341;609;AICE - R AFT WINDOW HEATG;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXXD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_351;3042H351;610;AICE - L LATERAL WINDOW HEATG FAULT;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXXD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_42_361;3042H361;611;AICE - R LATERAL WINDOW HEATG FAULT;DA_ITEM;NO_SUBTYPE;;;;;12XXXXX8XXXXD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_45_010;3045H010;1486;A-ICE RAIN REPELLENT LEVEL;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_45_020;3045H020;1487;A-ICE CAPT WIPER;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_45_030;3045H030;1488;A-ICE RAIN REPELLENT MONITORING;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_45_040;3045H040;1489;A-ICE F/O WIPER;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_30_81_401;3081H401;612;A-ICE - ICE DETECTION FUNCTION;DA_ITEM;NO_SUBTYPE;;;;;123XXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_31_19_020;3119H020;1490;OVHD PNL AIR & ELEC DEGRADED;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_31_19_030;3119H030;1491;OVHD PNL AIR & ELEC CTLs;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_31_19_040;3119H040;1492;SURV RWY COND / BRAKING ACTION SEL;DA_ITEM;DA_ONLY;;;;;1XXXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
FWDA_31_19_050;3119H050;1493;OVHD PNL LOWER CTR DEGRADED+ICE IND LT;DA_ITEM;DA_ONLY;;;;;12XXXXX8XXXCD;1.00;NO_SOUND;NO_SYNTHVOICE;NO_HYBRIDE;NO_SYSTPAGE;NO_ML;FAUX;VRAI;FAUX;FAUX;0
